2,22.52708889,113.9260739,9,102,0, 2016:01:18:19:31:03,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52708417,113.9260981,1,1,1, 学府路,329,102,3,0,1, 南海大道,2828,597,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52708417,113.9260981,10,102,0, 2016:01:18:19:31:04,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52707917,113.9261242,1,1,1, 学府路,327,102,3,0,1, 南海大道,2826,596,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52707917,113.9261242,10,102,0, 2016:01:18:19:31:05,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52706806,113.9261814,1,1,1, 学府路,321,102,3,0,1, 南海大道,2820,595,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52706806,113.9261814,11,102,0, 2016:01:18:19:31:06,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52705611,113.9262425,1,1,1, 学府路,314,102,3,0,1, 南海大道,2813,593,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52705611,113.9262425,12,102,0, 2016:01:18:19:31:07,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.527045,113.9262989,1,1,1, 学府路,308,102,3,0,1, 南海大道,2807,592,-1, naviinfo,0,2016:01:18:19:44:06
2,22.527045,113.9262989,14,102,0, 2016:01:18:19:31:08,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52703528,113.9263489,1,1,1, 学府路,303,102,3,0,1, 南海大道,2802,591,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52703528,113.9263489,14,102,0, 2016:01:18:19:31:09,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.5270275,113.9263889,1,1,1, 学府路,299,102,3,0,1, 南海大道,2798,590,-1, naviinfo,0,2016:01:18:19:44:06
2,22.5270275,113.9263889,15,102,0, 2016:01:18:19:31:10,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52701917,113.9264317,1,1,1, 学府路,294,102,3,0,1, 南海大道,2793,589,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52701917,113.9264317,15,102,0, 2016:01:18:19:31:11,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52700667,113.9264956,1,1,1, 学府路,288,102,3,0,1, 南海大道,2787,587,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52700667,113.9264956,16,102,0, 2016:01:18:19:31:12,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52699556,113.9265519,1,1,1, 学府路,282,102,3,0,1, 南海大道,2781,586,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52699556,113.9265519,17,102,0, 2016:01:18:19:31:13,0,2016:01:18:19:44:06,,,,,,,,,,
1,22.52698278,113.9266167,1,1,1, 学府路,275,102,3,0,1, 南海大道,2774,584,-1, naviinfo,0,2016:01:18:19:44:06
2,22.52698278,113.9266167,17,102,0, 2016:01:18:19:31:14,0,2016:01:18:19:44:06,,,,,,,,,,
