2, 22.524678333333, 113.936081666667, 0.0, 0.0, 0.0, 2016:01:13:22:31:42, 0,2016:01:13:22:40:36
2, 22.524680277778, 113.936315000000, 0.0, 0.0, 0.0, 2016:01:13:22:31:47, 0,2016:01:13:22:40:36
2, 22.524185833333, 113.936804722222, 7.0, 23.0, 0.0, 2016:01:13:22:31:50, 0,2016:01:13:22:40:36
2, 22.524177500000, 113.937248888889, 9.0, 57.0, 0.0, 2016:01:13:22:31:54, 0,2016:01:13:22:40:36
2, 22.524177222222, 113.937268611111, 8.0, 91.0, 0.0, 2016:01:13:22:31:56, 0,2016:01:13:22:40:36
2, 22.524177222222, 113.937270555556, 11.0, 91.0, 0.0, 2016:01:13:22:31:58, 0,2016:01:13:22:40:36
2, 22.524176944444, 113.937292222222, 12.0, 91.0, 0.0, 2016:01:13:22:31:59, 0,2016:01:13:22:40:36
2, 22.524176666667, 113.937305277778, 12.0, 91.0, 0.0, 2016:01:13:22:32:00, 0,2016:01:13:22:40:36
1, 22.524176111111, 113.937333611111, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524176111111, 113.937333611111, 12.0, 91.0, 0.0, 2016:01:13:22:32:01, 0,2016:01:13:22:40:36
1, 22.524175833333, 113.937348888889, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524175833333, 113.937348888889, 8.0, 91.0, 0.0, 2016:01:13:22:32:03, 0,2016:01:13:22:40:36
1, 22.524175555556, 113.937375555556, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524175555556, 113.937375555556, 6.0, 91.0, 0.0, 2016:01:13:22:32:04, 0,2016:01:13:22:40:36
1, 22.524175000000, 113.937420000000, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524175000000, 113.937420000000, 2.0, 91.0, 0.0, 2016:01:13:22:32:05, 0,2016:01:13:22:40:36
1, 22.524174444444, 113.937451111111, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524174444444, 113.937451111111, 1.0, 91.0, 0.0, 2016:01:13:22:32:07, 0,2016:01:13:22:40:36
1, 22.524174166667, 113.937464444444, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524174166667, 113.937464444444, 1.0, 91.0, 0.0, 2016:01:13:22:32:08, 0,2016:01:13:22:40:36
1, 22.524173888889, 113.937474444444, 1, 0, 0, , 0,2016:01:13:22:40:36
2, 22.524173888889, 113.937474444444, 1.0, 91.0, 0.0, 2016:01:13:22:32:09, 0,2016:01:13:22:40:36
1, 22.524173611111, 113.937486388889, 1, 0, 0, , 0,2016:01:13:22:40:36
