1,22.54008778,113.9216181,10,6,1, 深南大道,117,94,5,0,1, 深南大道,1956,495,-1, naviinfo,0,1.45633E+12
2,22.54008778,113.9216181,44,94,0, 2016:02:25:00:44:44,0,1.45633E+12,,,,,,,,,,
1,22.54008,113.9217361,10,6,1, 深南大道,105,94,5,0,1, 深南大道,1944,494,-1, naviinfo,0,1.45633E+12
2,22.54008,113.9217361,43,94,0, 2016:02:25:00:44:45,0,1.45633E+12,,,,,,,,,,
1,22.54007417,113.9218503,12,7,1, 深南大道,94,91,5,0,1, 深南大道,1933,493,-1, naviinfo,0,1.45633E+12
2,22.54007417,113.9218503,43,91,0, 2016:02:25:00:44:46,0,1.45633E+12,,,,,,,,,,
1,22.5400725,113.9219672,12,7,1, 深南大道,82,91,5,0,1, 深南大道,1921,491,-1, naviinfo,0,1.45633E+12
2,22.5400725,113.9219672,43,91,0, 2016:02:25:00:44:47,0,1.45633E+12,,,,,,,,,,
1,22.54006972,113.9220872,13,8,1, 深南大道,69,93,5,0,1, 深南大道,1908,490,-1, naviinfo,0,1.45633E+12
2,22.54006972,113.9220872,44,93,0, 2016:02:25:00:44:48,0,1.45633E+12,,,,,,,,,,
1,22.54006389,113.9222058,13,8,1, 深南大道,57,93,5,0,1, 深南大道,1896,488,-1, naviinfo,0,1.45633E+12
2,22.54006389,113.9222058,45,93,0, 2016:02:25:00:44:49,0,1.45633E+12,,,,,,,,,,
1,22.54005778,113.9223294,14,9,1, 深南大道,44,94,5,0,1, 深南大道,1883,486,-1, naviinfo,0,1.45633E+12
2,22.54005778,113.9223294,46,94,0, 2016:02:25:00:44:50,0,1.45633E+12,,,,,,,,,,
1,22.54004944,113.9224564,14,9,1, 深南大道,31,94,5,0,1, 深南大道,1870,484,-1, naviinfo,0,1.45633E+12
2,22.54004944,113.9224564,47,94,0, 2016:02:25:00:44:51,0,1.45633E+12,,,,,,,,,,
1,22.54004111,113.9225806,14,9,1, 深南大道,18,94,5,0,1, 深南大道,1857,482,-1, naviinfo,0,1.45633E+12
2,22.54004111,113.9225806,47,94,0, 2016:02:25:00:44:52,0,1.45633E+12,,,,,,,,,,
1,22.54003806,113.9227039,15,10,1, 深南大道,5,91,5,0,1, 深南大道,1844,480,-1, naviinfo,0,1.45633E+12
2,22.54003806,113.9227039,46,91,0, 2016:02:25:00:44:53,0,1.45633E+12,,,,,,,,,,
1,22.53999611,113.9228567,0,0,2, 深南大道,1476,110,2,0,1, 学府路,1828,478,-1, naviinfo,0,1.45633E+12
2,22.53999611,113.9228567,45,110,0, 2016:02:25:00:44:54,0,1.45633E+12,,,,,,,,,,
1,22.53995222,113.9229858,1,0,2, 深南大道,1462,93,2,0,1, 学府路,1814,476,-1, naviinfo,0,1.45633E+12
2,22.53995222,113.9229858,44,93,0, 2016:02:25:00:44:55,0,1.45633E+12,,,,,,,,,,
1,22.53994833,113.9230639,1,0,2, 深南大道,1454,93,2,0,1, 学府路,1806,475,-1, naviinfo,0,1.45633E+12
2,22.53994833,113.9230639,42,93,0, 2016:02:25:00:44:56,0,1.45633E+12,,,,,,,,,,
1,22.53994278,113.9231742,1,0,2, 深南大道,1442,93,2,0,1, 学府路,1794,474,-1, naviinfo,0,1.45633E+12
2,22.53994278,113.9231742,41,93,0, 2016:02:25:00:44:57,0,1.45633E+12,,,,,,,,,,
1,22.5399375,113.9232792,1,0,2, 深南大道,1432,93,2,0,1, 学府路,1784,473,-1, naviinfo,0,1.45633E+12
2,22.5399375,113.9232792,39,93,0, 2016:02:25:00:44:58,0,1.45633E+12,,,,,,,,,,
1,22.53993222,113.9233808,1,0,2, 深南大道,1421,93,2,0,1, 学府路,1773,471,-1, naviinfo,0,1.45633E+12
2,22.53993222,113.9233808,37,93,0, 2016:02:25:00:44:59,0,1.45633E+12,,,,,,,,,,
1,22.5399275,113.9234739,1,0,2, 深南大道,1411,93,2,0,1, 学府路,1763,470,-1, naviinfo,0,1.45633E+12
2,22.5399275,113.9234739,33,93,0, 2016:02:25:00:45:00,0,1.45633E+12,,,,,,,,,,
1,22.53990694,113.9235675,2,0,2, 深南大道,1401,107,2,0,1, 学府路,1753,469,-1, naviinfo,0,1.45633E+12
2,22.53990694,113.9235675,31,107,0, 2016:02:25:00:45:01,0,1.45633E+12,,,,,,,,,,
1,22.53989611,113.9236061,2,0,2, 深南大道,1397,107,2,0,1, 学府路,1749,469,-1, naviinfo,0,1.45633E+12
2,22.53989611,113.9236061,27,107,0, 2016:02:25:00:45:03,0,1.45633E+12,,,,,,,,,,
1,22.53986306,113.9236631,3,0,2, 深南大道,1391,122,2,0,1, 学府路,1743,468,-1, naviinfo,0,1.45633E+12
2,22.53986306,113.9236631,23,122,0, 2016:02:25:00:45:03,0,1.45633E+12,,,,,,,,,,
1,22.53983639,113.9237089,3,0,2, 深南大道,1385,122,2,0,1, 学府路,1737,467,-1, naviinfo,0,1.45633E+12
2,22.53983639,113.9237089,22,122,0, 2016:02:25:00:45:04,0,1.45633E+12,,,,,,,,,,
1,22.53980083,113.9237492,4,0,2, 深南大道,1379,134,2,0,1, 学府路,1731,466,-1, naviinfo,0,1.45633E+12
2,22.53980083,113.9237492,22,134,0, 2016:02:25:00:45:05,0,1.45633E+12,,,,,,,,,,
1,22.53974444,113.9237925,5,0,2, 深南大道,1372,145,2,0,1, 学府路,1724,466,-1, naviinfo,0,1.45633E+12
2,22.53974444,113.9237925,22,145,0, 2016:02:25:00:45:06,0,1.45633E+12,,,,,,,,,,
1,22.53969722,113.9238244,6,0,2, 深南大道,1366,148,2,0,1, 学府路,1718,465,-1, naviinfo,0,1.45633E+12
2,22.53969722,113.9238244,21,148,0, 2016:02:25:00:45:07,0,1.45633E+12,,,,,,,,,,
1,22.53965806,113.9238508,6,0,2, 深南大道,1360,148,2,0,1, 学府路,1712,464,-1, naviinfo,0,1.45633E+12
2,22.53965806,113.9238508,21,148,0, 2016:02:25:00:45:08,0,1.45633E+12,,,,,,,,,,
1,22.53959639,113.9238922,6,0,2, 深南大道,1352,148,2,0,1, 学府路,1704,463,-1, naviinfo,0,1.45633E+12
2,22.53959639,113.9238922,22,148,0, 2016:02:25:00:45:09,0,1.45633E+12,,,,,,,,,,
1,22.53957083,113.9239094,6,0,2, 深南大道,1349,148,2,0,1, 学府路,1701,463,-1, naviinfo,0,1.45633E+12
2,22.53957083,113.9239094,22,148,0, 2016:02:25:00:45:10,0,1.45633E+12,,,,,,,,,,
1,22.53947111,113.9239239,7,1,2, 南山大道,1338,172,2,0,1, 学府路,1690,462,-1, naviinfo,0,1.45633E+12
2,22.53947111,113.9239239,24,172,0, 2016:02:25:00:45:11,0,1.45633E+12,,,,,,,,,,
1,22.53938083,113.9239369,7,1,2, 南山大道,1328,172,2,0,1, 学府路,1680,461,-1, naviinfo,0,1.45633E+12
2,22.53938083,113.9239369,27,172,0, 2016:02:25:00:45:12,0,1.45633E+12,,,,,,,,,,
1,22.53927556,113.9239522,7,1,2, 南山大道,1316,172,2,0,1, 学府路,1668,460,-1, naviinfo,0,1.45633E+12
2,22.53927556,113.9239522,32,172,0, 2016:02:25:00:45:13,0,1.45633E+12,,,,,,,,,,
1,22.53915639,113.9239694,7,1,2, 南山大道,1302,172,2,0,1, 学府路,1654,459,-1, naviinfo,0,1.45633E+12
2,22.53915639,113.9239694,36,172,0, 2016:02:25:00:45:14,0,1.45633E+12,,,,,,,,,,
1,22.5390175,113.9239894,7,1,2, 南山大道,1287,172,2,0,1, 学府路,1639,458,-1, naviinfo,0,1.45633E+12
2,22.5390175,113.9239894,43,172,0, 2016:02:25:00:45:15,0,1.45633E+12,,,,,,,,,,
1,22.53879861,113.9240208,7,1,2, 南山大道,1262,172,2,0,1, 学府路,1614,455,-1, naviinfo,0,1.45633E+12
2,22.53879861,113.9240208,49,172,0, 2016:02:25:00:45:16,0,1.45633E+12,,,,,,,,,,
1,22.53862611,113.9240456,7,1,2, 南山大道,1243,172,2,0,1, 学府路,1595,454,-1, naviinfo,0,1.45633E+12
2,22.53862611,113.9240456,53,172,0, 2016:02:25:00:45:17,0,1.45633E+12,,,,,,,,,,
1,22.53846472,113.9240686,7,1,2, 南山大道,1225,172,2,0,1, 学府路,1577,452,-1, naviinfo,0,1.45633E+12
2,22.53846472,113.9240686,54,172,0, 2016:02:25:00:45:18,0,1.45633E+12,,,,,,,,,,
1,22.53828861,113.9240928,8,2,2, 南山大道,1205,173,2,0,1, 学府路,1557,450,-1, naviinfo,0,1.45633E+12
2,22.53828861,113.9240928,55,173,0, 2016:02:25:00:45:19,0,1.45633E+12,,,,,,,,,,
1,22.5381275,113.9241147,8,2,2, 南山大道,1187,173,2,0,1, 学府路,1539,448,-1, naviinfo,0,1.45633E+12
2,22.5381275,113.9241147,55,173,0, 2016:02:25:00:45:20,0,1.45633E+12,,,,,,,,,,
1,22.53798444,113.9241342,8,2,2, 南山大道,1171,173,2,0,1, 学府路,1523,446,-1, naviinfo,0,1.45633E+12
2,22.53798444,113.9241342,55,173,0, 2016:02:25:00:45:21,0,1.45633E+12,,,,,,,,,,
1,22.53784139,113.9241536,8,2,2, 南山大道,1155,173,2,0,1, 学府路,1507,444,-1, naviinfo,0,1.45633E+12
2,22.53784139,113.9241536,55,173,0, 2016:02:25:00:45:22,0,1.45633E+12,,,,,,,,,,
1,22.53769806,113.9241731,8,2,2, 南山大道,1139,173,2,0,1, 学府路,1491,442,-1, naviinfo,0,1.45633E+12
2,22.53769806,113.9241731,53,173,0, 2016:02:25:00:45:23,0,1.45633E+12,,,,,,,,,,
1,22.53754056,113.9241944,8,2,2, 南山大道,1122,173,2,0,1, 学府路,1474,440,-1, naviinfo,0,1.45633E+12
2,22.53754056,113.9241944,50,173,0, 2016:02:25:00:45:24,0,1.45633E+12,,,,,,,,,,
1,22.53740889,113.9242122,8,2,2, 南山大道,1107,173,2,0,1, 学府路,1459,439,-1, naviinfo,0,1.45633E+12
2,22.53740889,113.9242122,47,173,0, 2016:02:25:00:45:25,0,1.45633E+12,,,,,,,,,,
1,22.53728667,113.9242289,8,2,2, 南山大道,1093,173,2,0,1, 学府路,1445,437,-1, naviinfo,0,1.45633E+12
2,22.53728667,113.9242289,45,173,0, 2016:02:25:00:45:26,0,1.45633E+12,,,,,,,,,,
1,22.537175,113.9242442,8,2,2, 南山大道,1081,173,2,0,1, 学府路,1433,436,-1, naviinfo,0,1.45633E+12
2,22.537175,113.9242442,44,173,0, 2016:02:25:00:45:27,0,1.45633E+12,,,,,,,,,,
1,22.53706333,113.9242592,9,3,2, 南山大道,1069,173,2,0,1, 学府路,1421,433,-1, naviinfo,0,1.45633E+12
2,22.53706333,113.9242592,44,173,0, 2016:02:25:00:45:28,0,1.45633E+12,,,,,,,,,,
1,22.53695417,113.9242742,9,3,2, 南山大道,1056,173,2,0,1, 学府路,1408,427,-1, naviinfo,0,1.45633E+12
2,22.53695417,113.9242742,43,173,0, 2016:02:25:00:45:29,0,1.45633E+12,,,,,,,,,,
1,22.53684639,113.9242892,9,3,2, 南山大道,1044,173,2,0,1, 学府路,1396,421,-1, naviinfo,0,1.45633E+12
2,22.53684639,113.9242892,43,173,0, 2016:02:25:00:45:30,0,1.45633E+12,,,,,,,,,,
